level_0,index,Unnamed: 0,date,link_id,sub_link_id,forward_link_direction,roughness_state_estimate,roughness_state_variance,length_in_meter,sub_link_length,sub_link_geometry_wkt
5588849,13645720,13645720,2023-02-08,500752387,1,True,3.43566,0.07744448,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
5595147,13661425,13661425,2023-02-22,500752387,14,False,2.0334625,0.05616283,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
5597244,13666031,13666031,2023-02-15,500752387,0,True,2.8358214,0.079518765,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
5597275,13666066,13666066,2023-02-15,500752387,13,False,2.3285031,0.06213198,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
5597280,13666071,13666071,2023-02-15,500752387,11,False,2.623007,0.05988808,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
5597284,13666075,13666075,2023-02-15,500752387,6,True,1.9344523,0.069488965,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
5601347,13675900,13675900,2023-01-29,500752387,3,False,1.5413995,0.06250975,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
5602534,13678569,13678569,2023-03-08,500752387,13,False,2.4240534,0.073556416,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
5613265,13704572,13704572,2023-03-08,500752387,4,False,1.7005669,0.062583305,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
5614076,13706610,13706610,2023-03-29,500752387,6,False,1.7014219,0.05102111,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
5620480,13720448,13720448,2023-03-22,500752387,7,True,1.8939265,0.05421362,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
5622350,13725092,13725092,2023-04-08,500752387,7,False,1.9563948,0.06552441,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
5623877,13729007,13729007,2023-03-29,500752387,7,False,1.9755192,0.057890948,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
5623884,13729014,13729014,2023-03-29,500752387,16,False,1.9027191,0.05823731,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
5625336,13732457,13732457,2023-04-01,500752387,11,True,2.4085133,0.06788055,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
5643874,13777769,13777769,2023-05-15,500752387,15,False,2.074936,0.059375886,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
5655000,13804332,13804332,2023-05-08,500752387,16,False,2.0936105,0.053689927,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
5669782,13841118,13841118,2023-06-01,500752387,5,True,1.899627,0.060038,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
5669798,13841135,13841135,2023-06-01,500752387,10,True,2.248267,0.07114612,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
5671822,13846248,13846248,2023-06-08,500752387,11,True,2.5420153,0.074090526,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
5676559,13857616,13857616,2023-06-29,500752387,17,False,2.056987,0.060346596,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
5676560,13857617,13857617,2023-06-29,500752387,2,False,1.5330758,0.056037866,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
5676563,13857620,13857620,2023-06-29,500752387,13,True,3.5931263,0.0944204,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
5676567,13857624,13857624,2023-06-29,500752387,13,False,2.326494,0.06127146,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
5676573,13857630,13857630,2023-06-29,500752387,1,False,1.6690463,0.05471903,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
5676853,13858307,13858307,2023-06-22,500752387,4,True,1.9979758,0.05234004,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
5678410,13861816,13861816,2023-06-22,500752387,7,True,1.743438,0.05065,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
5678616,13862488,13862488,2023-06-29,500752387,9,True,1.5576739,0.059006643,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
5678634,13862507,13862507,2023-06-29,500752387,3,False,1.4803939,0.053532936,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
5686212,13881208,13881208,2023-01-08,500752387,14,False,1.9070503,0.06440968,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
5686230,13881226,13881226,2023-01-08,500752387,9,True,1.3988013,0.05448585,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
5686231,13881227,13881227,2023-01-08,500752387,11,False,2.3231905,0.05618447,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
5699536,13913200,13913200,2023-01-22,500752387,3,True,2.7773228,0.06741271,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
5700339,13915125,13915125,2023-01-29,500752387,17,False,2.1472704,0.06690251,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
5700364,13915151,13915151,2023-01-29,500752387,13,False,2.3300345,0.063576266,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
5700386,13915173,13915173,2023-02-01,500752387,14,False,2.1588159,0.06973288,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
5700401,13915188,13915188,2023-02-01,500752387,11,False,2.488966,0.06638277,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
5702907,13921179,13921179,2023-02-01,500752387,8,False,2.3798344,0.07597266,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
5702932,13921205,13921205,2023-02-01,500752387,8,True,1.8216261,0.074453995,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
5706255,13929583,13929583,2023-02-08,500752387,2,True,3.6782885,0.090905696,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
5706269,13929597,13929597,2023-02-08,500752387,3,True,2.793397,0.07409657,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
5706275,13929603,13929603,2023-02-08,500752387,4,True,2.4625976,0.08186789,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
5706676,13930564,13930564,2023-02-01,500752387,6,False,1.7621479,0.069170766,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
5706679,13930567,13930567,2023-02-01,500752387,3,False,1.5336423,0.06645979,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
5706682,13930570,13930570,2023-02-01,500752387,6,True,1.895017,0.07451859,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
5711935,13943546,13943546,2023-02-08,500752387,8,False,2.5997565,0.078820124,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
5712504,13944853,13944853,2023-03-01,500752387,14,False,2.0620673,0.061805893,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
5712524,13944876,13944876,2023-03-01,500752387,3,False,1.5735004,0.05216633,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
5713365,13946851,13946851,2023-02-15,500752387,6,False,1.9250294,0.05479843,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
5716878,13954893,13954893,2023-03-08,500752387,15,True,2.9790592,0.06990532,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
5724581,13974139,13974139,2023-03-15,500752387,16,True,2.274792,0.070310086,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
5729639,13986033,13986033,2023-03-22,500752387,2,False,1.5927848,0.050945833,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
5731868,13990936,13990936,2023-03-29,500752387,7,True,1.8703344,0.056993373,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
5747096,14029651,14029651,2023-04-08,500752387,5,False,1.404266,0.051850475,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
5752743,14043223,14043223,2023-04-15,500752387,13,True,3.2748466,0.07206635,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
5752754,14043234,14043234,2023-04-15,500752387,16,True,2.0483983,0.061795384,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
5759763,14061579,14061579,2023-04-29,500752387,2,True,3.2788448,0.09041343,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
5759764,14061580,14061580,2023-04-29,500752387,15,False,2.107035,0.06040384,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
5759803,14061624,14061624,2023-04-29,500752387,8,True,1.9026461,0.050653942,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
5759804,14061625,14061625,2023-04-29,500752387,8,False,2.52248,0.059910472,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
5765091,14074458,14074458,2023-04-22,500752387,8,True,1.9072777,0.051767234,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
5765092,14074459,14074459,2023-04-22,500752387,11,False,2.5312643,0.05965242,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
5765101,14074469,14074469,2023-04-22,500752387,4,True,2.2534623,0.057108633,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
5766935,14078957,14078957,2023-05-08,500752387,6,False,1.7756542,0.05674874,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
5768746,14083224,14083224,2023-05-22,500752387,17,False,2.1471257,0.06493811,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
5773060,14094053,14094053,2023-05-15,500752387,12,True,2.5977268,0.08046239,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
5773061,14094054,14094054,2023-05-15,500752387,12,False,2.5905704,0.066410705,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
5773065,14094058,14094058,2023-05-15,500752387,3,True,2.5810156,0.061317805,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
5773066,14094059,14094059,2023-05-15,500752387,17,False,2.2117643,0.059861954,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
5773074,14094068,14094068,2023-05-15,500752387,1,True,3.2382727,0.07268603,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
5776095,14101366,14101366,2023-05-29,500752387,6,True,1.8443278,0.0574675,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
5776121,14101394,14101394,2023-05-29,500752387,8,True,1.8907659,0.060234934,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
5776123,14101396,14101396,2023-05-29,500752387,8,False,2.5082104,0.07461776,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
5776131,14101405,14101405,2023-05-29,500752387,12,False,2.6893597,0.07400648,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
5776132,14101406,14101406,2023-05-29,500752387,12,True,2.72696,0.08659782,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
5776146,14101421,14101421,2023-05-29,500752387,14,True,3.674864,0.11123531,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
5776158,14101434,14101434,2023-05-29,500752387,16,True,2.163748,0.06714068,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
5778287,14106853,14106853,2023-06-01,500752387,14,True,3.712555,0.11666205,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
5778296,14106863,14106863,2023-06-01,500752387,8,False,2.643332,0.07325203,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
5778317,14106887,14106887,2023-06-01,500752387,14,False,2.3499608,0.0664181,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
5779722,14110777,14110777,2023-06-01,500752387,17,True,1.8669294,0.06311423,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
5779726,14110781,14110781,2023-06-01,500752387,7,True,2.0165145,0.061052315,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
5788332,14131588,14131588,2023-06-29,500752387,12,True,2.5242789,0.069166206,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
5821015,14212608,14212608,2023-02-15,500752387,1,False,1.7890147,0.056366112,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
5833354,14244901,14244901,2023-03-08,500752387,6,False,1.9188778,0.058921434,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
5833355,14244902,14244902,2023-03-08,500752387,16,False,2.137204,0.057479635,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
5850213,14285649,14285649,2023-03-29,500752387,15,False,1.9021261,0.057473168,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
5850214,14285650,14285650,2023-03-29,500752387,15,True,2.9531674,0.08568366,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
5850222,14285659,14285659,2023-03-29,500752387,16,True,2.2372096,0.07316354,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
5862616,14316367,14316367,2023-03-29,500752387,5,True,1.8523294,0.054485146,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
5862623,14316374,14316374,2023-03-29,500752387,4,False,1.6038777,0.05440229,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
5866942,14326469,14326469,2023-05-08,500752387,5,False,1.5219016,0.054760702,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
5866944,14326471,14326471,2023-05-08,500752387,1,False,1.8360226,0.04547761,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
5866956,14326483,14326483,2023-05-08,500752387,11,False,2.5703056,0.0578811,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
5867357,14327166,14327166,2023-04-29,500752387,1,True,3.2074983,0.08004581,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
5889982,14383406,14383406,2023-06-08,500752387,0,False,1.7604032,0.06266949,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
5893130,14391815,14391815,2023-06-22,500752387,15,True,2.6549714,0.069265656,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
5903779,14417506,14417506,2023-06-29,500752387,12,False,2.4651544,0.06422603,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
5903782,14417511,14417511,2023-06-29,500752387,5,False,1.425644,0.056241136,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
5907866,14426672,14426672,2023-01-01,500752387,4,True,2.1784525,0.06462638,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
5925704,14469095,14469095,2023-02-01,500752387,16,True,2.3094633,0.06491746,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
5925722,14469114,14469114,2023-02-01,500752387,4,False,1.6435214,0.06986748,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
5925736,14469128,14469128,2023-02-01,500752387,13,False,2.3124237,0.06719266,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
5932481,14486021,14486021,2023-02-08,500752387,9,True,1.5141779,0.06648099,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
5932492,14486033,14486033,2023-02-08,500752387,13,False,2.3956025,0.074699886,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
5937595,14498599,14498599,2023-02-22,500752387,16,False,1.909719,0.051954344,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
5937623,14498627,14498627,2023-02-22,500752387,1,True,3.4612498,0.09200961,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
5941483,14508048,14508048,2023-03-01,500752387,13,True,3.7308364,0.09627586,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
5943549,14512657,14512657,2023-03-15,500752387,14,False,2.2603843,0.06461403,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
5943584,14512694,14512694,2023-03-15,500752387,14,True,4.010326,0.10543604,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
5945961,14517863,14517863,2023-03-01,500752387,6,False,1.7720596,0.054327052,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
5945981,14517884,14517884,2023-03-01,500752387,9,True,1.6128988,0.06274151,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
5946567,14519278,14519278,2023-02-22,500752387,4,True,2.3155959,0.071351066,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
5946570,14519282,14519282,2023-02-22,500752387,6,False,1.7504288,0.050388698,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
5954497,14538455,14538455,2023-03-01,500752387,5,False,1.4410416,0.054480925,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
5955409,14540624,14540624,2023-03-01,500752387,0,False,1.6089182,0.060339805,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
5965317,14565407,14565407,2023-04-15,500752387,2,True,3.112457,0.0660959,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
5965318,14565408,14565408,2023-04-15,500752387,9,True,1.4542979,0.046913866,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
5965319,14565409,14565409,2023-04-15,500752387,9,False,2.5335648,0.061729483,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
5969686,14575234,14575234,2023-04-08,500752387,3,False,1.5414186,0.05359288,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
5985170,14613353,14613353,2023-04-29,500752387,17,True,1.8231708,0.055846725,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
6000950,14652630,14652630,2023-05-29,500752387,9,False,2.6467261,0.073149,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
6004154,14661413,14661413,2023-06-08,500752387,3,True,2.617782,0.073086835,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
6004628,14662698,14662698,2023-06-15,500752387,0,True,2.6627612,0.062017098,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
6004952,14663285,14663285,2023-06-01,500752387,11,False,2.694586,0.06830038,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
6009733,14674379,14674379,2023-06-15,500752387,15,False,2.0300453,0.05307999,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
6011678,14679098,14679098,2023-06-29,500752387,14,True,3.4030473,0.08322369,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
6011699,14679119,14679119,2023-06-29,500752387,4,True,2.0582213,0.060221132,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
6015775,14688862,14688862,2023-06-29,500752387,0,True,2.5501611,0.069412306,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
6028446,14720407,14720407,2023-01-15,500752387,5,True,1.884907,0.070439026,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
6028802,14721478,14721478,2023-01-15,500752387,12,False,2.460903,0.06996711,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
6028803,14721479,14721479,2023-01-15,500752387,12,True,2.4857905,0.07439422,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
6029963,14724345,14724345,2023-01-22,500752387,9,False,2.6195874,0.06713539,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
6030586,14725899,14725899,2023-01-22,500752387,10,False,2.3355513,0.06663848,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
6030594,14725907,14725907,2023-01-22,500752387,14,True,3.5650334,0.08429848,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
6030601,14725914,14725914,2023-01-22,500752387,4,False,1.6642272,0.05813403,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
6034864,14736738,14736738,2023-01-22,500752387,4,True,2.2575629,0.06426681,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
6034890,14736764,14736764,2023-01-22,500752387,9,True,1.4542856,0.0560638,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
6034900,14736774,14736774,2023-01-22,500752387,10,True,2.1597576,0.070110835,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
6035553,14738512,14738512,2023-01-29,500752387,16,True,2.2690973,0.06275528,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
6035569,14738530,14738530,2023-01-29,500752387,4,False,1.6464413,0.06290373,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
6045152,14760708,14760708,2023-02-22,500752387,7,False,2.1071644,0.054214798,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
6045165,14760723,14760723,2023-02-22,500752387,8,False,2.474238,0.05698366,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
6045166,14760724,14760724,2023-02-22,500752387,14,True,3.8907363,0.10139284,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
6058157,14791895,14791895,2023-03-08,500752387,5,True,1.9672486,0.061446026,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
6066047,14810144,14810144,2023-03-08,500752387,4,True,2.2950628,0.06643616,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
6066050,14810147,14810147,2023-03-08,500752387,6,True,1.9283664,0.0633641,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
6066052,14810149,14810149,2023-03-08,500752387,7,True,1.9814328,0.05841227,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
6066053,14810150,14810150,2023-03-08,500752387,8,False,2.6096761,0.063248575,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
6074829,14831509,14831509,2023-04-08,500752387,14,False,2.1698163,0.0717651,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
6074840,14831521,14831521,2023-04-08,500752387,3,True,2.6175597,0.07341921,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
6074955,14831940,14831940,2023-03-29,500752387,6,True,1.8030103,0.060431443,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
