level_0,index,Unnamed: 0,date,link_id,sub_link_id,forward_link_direction,roughness_state_estimate,roughness_state_variance,length_in_meter,sub_link_length,sub_link_geometry_wkt
227,655,655,2023-07-01,500752387,0,False,1.5239137,0.051470224,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
1408,3324,3324,2023-07-01,500752387,13,False,2.4089634,0.06423874,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
1410,3326,3326,2023-07-01,500752387,17,False,2.0699127,0.064541616,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
6907,15842,15842,2023-07-15,500752387,7,False,1.910106,0.058409918,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
13504,32764,32764,2023-07-15,500752387,17,False,2.085892,0.06047346,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
13507,32769,32769,2023-07-15,500752387,0,False,1.5228693,0.051329788,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
13513,32775,32775,2023-07-15,500752387,15,False,2.0578928,0.060529824,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
13521,32783,32783,2023-07-15,500752387,16,False,1.931773,0.05547756,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
21023,50807,50807,2023-08-01,500752387,9,False,2.5677676,0.074470796,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
28066,68203,68203,2023-08-15,500752387,10,True,2.1856577,0.0604006,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
28708,69760,69760,2023-08-22,500752387,6,False,1.5624628,0.047787733,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
29619,71838,71838,2023-08-22,500752387,11,False,2.5185034,0.0705859,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
30758,74325,74325,2023-08-22,500752387,2,True,2.9071598,0.07006072,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
32910,79568,79568,2023-08-29,500752387,8,False,2.3138983,0.06001632,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
32920,79580,79580,2023-08-29,500752387,15,True,2.6156564,0.06453514,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
41559,100521,100521,2023-09-08,500752387,9,False,2.4647205,0.06568446,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
41567,100529,100529,2023-09-08,500752387,14,False,2.22414,0.061986867,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
41572,100534,100534,2023-09-08,500752387,11,False,2.4347165,0.06505953,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
44676,107280,107280,2023-09-15,500752387,1,True,3.1389883,0.08954644,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
44684,107288,107288,2023-09-15,500752387,4,False,1.5469446,0.050981306,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
44686,107290,107290,2023-09-15,500752387,11,False,2.4581292,0.07134925,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
52938,127697,127697,2023-09-01,500752387,7,True,1.9226097,0.048311237,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
52946,127705,127705,2023-09-01,500752387,8,True,1.7822789,0.05045548,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
58603,141521,141521,2023-10-01,500752387,8,False,2.3248105,0.062177937,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
63322,151733,151733,2023-09-29,500752387,11,False,2.528979,0.065059885,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
63418,151953,151953,2023-10-15,500752387,14,False,2.328112,0.06279538,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
63436,151971,151971,2023-10-15,500752387,2,False,1.652071,0.05588575,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
66016,157955,157955,2023-09-29,500752387,2,True,3.0242677,0.07205827,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
66135,158249,158249,2023-10-15,500752387,4,True,2.1439288,0.054237045,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
72022,173287,173287,2023-10-22,500752387,8,False,2.5093932,0.06117575,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
72026,173292,173292,2023-10-22,500752387,3,True,2.5601559,0.05979401,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
72769,175142,175142,2023-10-22,500752387,12,False,2.7762287,0.064961426,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
73757,177033,177033,2023-10-29,500752387,6,True,1.7381867,0.053202957,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
73761,177037,177037,2023-10-29,500752387,13,False,2.7318609,0.07376414,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
80817,195045,195045,2023-11-15,500752387,9,False,2.671094,0.07623907,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
86397,208613,208613,2023-11-08,500752387,9,False,2.6652012,0.08162526,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
86422,208638,208638,2023-11-08,500752387,12,False,2.7346873,0.07200851,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
97171,233805,233805,2023-11-29,500752387,14,False,2.3050644,0.062208265,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
97173,233807,233807,2023-11-29,500752387,9,True,1.6451312,0.04901578,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
101078,242795,242795,2023-12-08,500752387,2,False,1.5681003,0.055845805,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
101632,244275,244275,2023-12-01,500752387,3,False,1.6207615,0.053065125,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
101641,244284,244284,2023-12-01,500752387,9,False,2.6642084,0.058278866,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
105379,253226,253226,2023-12-08,500752387,7,True,1.9781609,0.048901163,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
107308,258166,258166,2023-12-22,500752387,8,True,1.9655083,0.054195456,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
108558,260902,260902,2023-12-08,500752387,10,True,2.057696,0.05000608,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
108579,260926,260926,2023-12-08,500752387,16,False,2.0621521,0.054108534,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
110090,264151,264151,2023-12-15,500752387,1,False,1.809918,0.05281734,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
123695,296813,296813,2023-07-01,500752387,3,True,2.4595108,0.068422206,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
123699,296817,296817,2023-07-01,500752387,12,True,2.542787,0.07531794,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
123707,296825,296825,2023-07-01,500752387,2,False,1.5258529,0.055775452,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
123712,296830,296830,2023-07-01,500752387,15,False,2.003664,0.06353753,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
123721,296840,296840,2023-07-01,500752387,10,False,2.184138,0.0624892,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
123740,296859,296859,2023-07-01,500752387,5,False,1.43167,0.057876214,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
126536,303587,303587,2023-07-08,500752387,11,True,2.3875592,0.061244283,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
126546,303597,303597,2023-07-08,500752387,3,True,2.5638041,0.06698058,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
127370,305528,305528,2023-07-01,500752387,1,False,1.6919336,0.05489113,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
127377,305535,305535,2023-07-01,500752387,9,True,1.5627198,0.06232919,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
127380,305538,305538,2023-07-01,500752387,14,True,3.413538,0.08749796,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
134759,322839,322839,2023-07-22,500752387,2,True,3.1598094,0.075407125,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
137702,330581,330581,2023-07-29,500752387,8,True,1.854847,0.05099818,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
138173,332212,332212,2023-07-29,500752387,17,False,2.1372554,0.06327178,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
138184,332223,332223,2023-07-29,500752387,1,False,1.7973784,0.05655372,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
151308,365113,365113,2023-08-22,500752387,14,False,2.4030151,0.06433963,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
151329,365135,365135,2023-08-22,500752387,12,True,2.55827,0.060597796,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
153599,371217,371217,2023-08-22,500752387,16,False,1.9880837,0.0543058,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
156569,378520,378520,2023-08-29,500752387,17,True,1.8128446,0.04774634,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
156571,378523,378523,2023-08-29,500752387,9,False,2.5769713,0.06712053,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
156587,378541,378541,2023-08-29,500752387,6,False,1.5682702,0.051663876,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
166678,402039,402039,2023-09-08,500752387,15,True,2.613781,0.07531001,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
166999,402905,402905,2023-09-15,500752387,0,False,1.4618435,0.05202604,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
167009,402916,402916,2023-09-15,500752387,15,False,2.0894334,0.06481645,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
171250,413354,413354,2023-08-29,500752387,12,True,2.5699751,0.0601788,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
171856,414767,414767,2023-09-08,500752387,4,True,2.077651,0.057415865,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
171871,414783,414783,2023-09-08,500752387,12,True,2.5925708,0.06965804,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
174546,421997,421997,2023-09-29,500752387,0,True,2.596243,0.06713934,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
174559,422012,422012,2023-09-29,500752387,14,False,2.2894795,0.068350665,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
176825,426737,426737,2023-10-08,500752387,10,True,2.0388548,0.055412587,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
176831,426743,426743,2023-10-08,500752387,12,True,2.5167298,0.06741514,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
183404,442450,442450,2023-09-22,500752387,14,False,2.2379107,0.0694656,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
183406,442452,442452,2023-09-22,500752387,10,True,2.230081,0.06876518,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
183473,442565,442565,2023-09-22,500752387,8,True,1.7428935,0.055351496,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
185267,446590,446590,2023-09-29,500752387,12,True,2.6723528,0.07809841,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
203073,490163,490163,2023-11-01,500752387,13,False,2.7560115,0.07347507,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
211113,510861,510861,2023-11-22,500752387,2,True,3.1942322,0.07723749,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
213244,516151,516151,2023-11-22,500752387,11,True,2.4928536,0.05020346,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
213249,516156,516156,2023-11-22,500752387,3,False,1.6350251,0.052937247,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
213253,516160,516160,2023-11-22,500752387,1,True,3.2635756,0.07845015,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
218691,529308,529308,2023-11-29,500752387,16,False,2.0634718,0.052021146,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
221842,536902,536902,2023-12-08,500752387,15,False,2.1117043,0.052087218,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
221844,536904,536904,2023-12-08,500752387,6,True,1.9291193,0.054946296,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
222548,538279,538279,2023-12-08,500752387,7,False,2.1325254,0.06307895,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
223345,540110,540110,2023-12-08,500752387,13,False,2.5007234,0.06363158,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
233725,565285,565285,2023-12-29,500752387,3,True,2.7104616,0.052172285,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
238885,578410,578410,2023-07-01,500752387,14,False,2.1476846,0.06680197,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
243042,588410,588410,2023-07-08,500752387,8,True,1.7329233,0.06114958,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
249063,603390,603390,2023-07-22,500752387,14,False,2.135857,0.060296245,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
252458,610931,610931,2023-07-22,500752387,17,True,1.7803041,0.061646063,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
257612,623555,623555,2023-08-01,500752387,2,True,3.033509,0.070204504,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
263684,639136,639136,2023-08-08,500752387,17,False,1.9293348,0.059853338,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
263688,639140,639140,2023-08-08,500752387,13,False,2.5550468,0.080163926,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
265896,644326,644326,2023-07-29,500752387,10,False,2.2423055,0.069627896,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
278224,673438,673438,2023-09-01,500752387,2,False,1.5441484,0.05149872,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
278235,673449,673449,2023-09-01,500752387,8,False,2.3375673,0.06419751,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
286253,693901,693901,2023-09-08,500752387,14,True,3.230751,0.07572856,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
288310,699018,699018,2023-09-22,500752387,2,True,2.9463952,0.08494161,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
288315,699024,699024,2023-09-22,500752387,5,True,1.759281,0.06205379,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
288324,699033,699033,2023-09-22,500752387,6,True,1.8020855,0.05998217,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
292327,708597,708597,2023-09-29,500752387,15,True,2.7760987,0.08269003,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
305114,739399,739399,2023-10-15,500752387,3,False,1.6645373,0.05551352,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
306929,743431,743431,2023-10-15,500752387,9,False,2.597952,0.06746509,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
309602,750525,750525,2023-10-01,500752387,1,True,3.1339655,0.08315644,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
312211,757129,757129,2023-10-29,500752387,12,True,2.6006734,0.067834236,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
312214,757132,757132,2023-10-29,500752387,9,False,2.664851,0.06741985,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
315293,764815,764815,2023-10-29,500752387,4,True,2.2389908,0.05505002,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
315299,764821,764821,2023-10-29,500752387,8,False,2.5626123,0.0596204,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
315304,764826,764826,2023-10-29,500752387,14,True,3.4446337,0.09186683,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
315637,765452,765452,2023-10-29,500752387,11,True,2.3749685,0.061113626,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
319257,774468,774468,2023-11-01,500752387,6,False,1.8936709,0.050373625,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
319259,774470,774470,2023-11-01,500752387,13,True,3.6320171,0.095488586,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
319261,774472,774472,2023-11-01,500752387,11,False,2.789669,0.06258891,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
319530,775185,775185,2023-11-01,500752387,14,True,3.4999614,0.10261372,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
322660,782397,782397,2023-11-08,500752387,15,False,2.1940405,0.061741244,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
322665,782402,782402,2023-11-08,500752387,7,True,2.0423026,0.060402744,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
333491,808960,808960,2023-11-22,500752387,7,False,2.1127448,0.05598258,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
333617,809366,809366,2023-11-15,500752387,3,False,1.6284287,0.059006345,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
338066,821110,821110,2023-11-29,500752387,9,False,2.7321386,0.06134292,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
338074,821119,821119,2023-11-29,500752387,10,False,2.5318143,0.063647635,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
338146,821249,821249,2023-12-08,500752387,17,True,1.9872589,0.047708154,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
338147,821250,821250,2023-12-08,500752387,8,False,2.5791872,0.06611545,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
342901,832744,832744,2023-12-08,500752387,3,True,2.7763166,0.04607709,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
342915,832758,832758,2023-12-08,500752387,0,False,1.4855992,0.04960641,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
345597,839218,839218,2023-12-15,500752387,6,False,1.8792614,0.05577451,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
349495,848325,848325,2023-12-15,500752387,4,True,2.4371903,0.04940808,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
351864,854162,854162,2023-12-22,500752387,14,False,2.2415826,0.052025083,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
351871,854170,854170,2023-12-22,500752387,3,False,1.6404588,0.052549373,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
359777,873102,873102,2023-12-22,500752387,16,True,2.371657,0.0638229,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
360300,874724,874724,2023-07-01,500752387,8,True,1.6824493,0.06255898,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
360309,874734,874734,2023-07-01,500752387,6,True,1.6684374,0.06434164,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
362788,880812,880812,2023-07-08,500752387,4,False,1.5875882,0.065696195,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
365296,886720,886720,2023-07-08,500752387,6,True,1.809848,0.061407104,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
365300,886725,886725,2023-07-08,500752387,5,False,1.5195068,0.062974095,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
366295,889203,889203,2023-07-08,500752387,12,True,2.5379655,0.07963922,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
366299,889207,889207,2023-07-08,500752387,16,False,2.0218542,0.06350757,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
366302,889211,889211,2023-07-08,500752387,13,True,3.5376408,0.09275608,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
367903,893044,893044,2023-07-15,500752387,8,True,1.7494571,0.062381916,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
367905,893046,893046,2023-07-15,500752387,7,True,1.918502,0.056862336,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
386349,940203,940203,2023-08-22,500752387,15,False,2.1367543,0.056020446,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
386591,940569,940569,2023-08-22,500752387,3,True,2.3778446,0.055341348,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
386609,940587,940587,2023-08-22,500752387,14,True,3.2708952,0.0785419,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
386611,940589,940589,2023-08-22,500752387,5,False,1.3739063,0.04865517,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
386612,940590,940590,2023-08-22,500752387,7,True,1.8098563,0.050553143,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
386621,940600,940600,2023-08-22,500752387,4,True,2.0496092,0.052596364,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
388459,945690,945690,2023-08-22,500752387,3,False,1.5267026,0.05199742,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
388465,945696,945696,2023-08-22,500752387,15,True,2.566156,0.06340556,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
388483,945716,945716,2023-08-22,500752387,2,False,1.4964931,0.051446114,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
391169,952475,952475,2023-08-22,500752387,10,True,2.1909964,0.059618384,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
397242,967699,967699,2023-08-22,500752387,12,False,2.6769805,0.07129213,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
