street_name,link,link_id,functional_class,direction_of_travel,start_node_identifier,end_node_identifier,geometry_wkt,mapmatcher_catalog_hrn,mapmatcher_catalog_version,NW
A9,165124067,165124067,1,BACKWARD,here:cm:node:18654792,here:cm:node:18654817,"LINESTRING (-4.18422 57.47154, -4.18434 57.47166, -4.18464 57.47197, -4.18467 57.472, -4.18511 57.47249, -4.18548 57.47294, -4.18567 57.47319, -4.18589 57.47348, -4.18622 57.47394, -4.18652 57.47436, -4.18696 57.47506, -4.1872 57.47548, -4.18743 57.47593, -4.1876 57.47633, -4.18791 57.47707, -4.18811 57.47753, -4.18823 57.47792, -4.18831 57.47814, -4.18846 57.4785, -4.18861 57.47875)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,179960664,179960664,1,BACKWARD,here:cm:node:18654946,here:cm:node:18654791,"LINESTRING (-4.15928 57.45208, -4.15937 57.45214, -4.15975 57.45244, -4.16023 57.4528, -4.16029 57.45285, -4.16062 57.45312, -4.16074 57.45321, -4.16165 57.4539, -4.1635 57.45531, -4.16403 57.45572, -4.16478 57.45634, -4.16524 57.45678, -4.16568 57.45726, -4.1659 57.45756, -4.16616 57.45793, -4.16641 57.45831, -4.16673 57.45885, -4.16695 57.45932, -4.16719 57.4598, -4.16741 57.4602, -4.16775 57.46073, -4.1681 57.46119, -4.16829 57.46141, -4.16881 57.46194, -4.16918 57.46227, -4.16969 57.46268, -4.17024 57.46307, -4.17075 57.46339, -4.17115 57.46362, -4.1718 57.46396, -4.17317 57.46462, -4.17559 57.46574, -4.1766 57.46623, -4.17761 57.46675, -4.1786 57.4673, -4.17948 57.46783, -4.18035 57.4684, -4.1812 57.469, -4.18191 57.46954, -4.18281 57.47025, -4.18317 57.47057, -4.1833 57.47068, -4.18371 57.47106)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,76482621,76482621,1,BACKWARD,here:cm:node:18654791,here:cm:node:18654792,"LINESTRING (-4.18371 57.47106, -4.18382 57.47117, -4.18416 57.47149, -4.18422 57.47154)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,86318579,86318579,1,BACKWARD,here:cm:node:18655474,here:cm:node:18654946,"LINESTRING (-4.15864 57.45158, -4.15881 57.45171, -4.15922 57.45203, -4.15928 57.45208)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,161964322,161964322,1,BACKWARD,here:cm:node:18655414,here:cm:node:18655474,"LINESTRING (-4.12919 57.43263, -4.1293 57.4327, -4.12982 57.433, -4.13016 57.43318, -4.13051 57.43335, -4.1309 57.43353, -4.1318 57.43388, -4.13276 57.43421, -4.13418 57.43466, -4.13511 57.43498, -4.136 57.43532, -4.13727 57.43586, -4.13843 57.43643, -4.1395 57.43703, -4.14017 57.43746, -4.14091 57.43797, -4.14169 57.43855, -4.14328 57.43977, -4.14607 57.44191, -4.14765 57.44313, -4.14853 57.44381, -4.14933 57.44443, -4.15008 57.44501, -4.1506 57.4454, -4.15133 57.44596, -4.15247 57.44684, -4.15416 57.44813, -4.15556 57.44922, -4.15615 57.44969, -4.15627 57.44978, -4.15707 57.45038, -4.15757 57.45077, -4.15793 57.45104, -4.15831 57.45133, -4.15864 57.45158)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,191807176,191807176,1,BACKWARD,here:cm:node:18655461,here:cm:node:18655414,"LINESTRING (-4.12653 57.43015, -4.12659 57.43027, -4.12682 57.43058, -4.12701 57.43083, -4.12727 57.43112, -4.12754 57.43139, -4.12765 57.43148, -4.1279 57.43171, -4.12826 57.432, -4.12887 57.43242, -4.12919 57.43263)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,147940086,147940086,1,BACKWARD,here:cm:node:18655349,here:cm:node:18655445,"LINESTRING (-4.13395 57.4182, -4.13381 57.41841, -4.13347 57.41895, -4.1333 57.41922, -4.13315 57.41945, -4.13285 57.4199, -4.13257 57.4203, -4.13207 57.42099, -4.13177 57.42139, -4.13141 57.42184, -4.13112 57.42218, -4.13064 57.42269, -4.13024 57.42309, -4.12988 57.42344, -4.12945 57.42381, -4.12905 57.42415, -4.12818 57.42486, -4.12741 57.4255, -4.12709 57.4258, -4.12686 57.42605, -4.12665 57.42631, -4.12648 57.42655, -4.12632 57.4268, -4.12618 57.42712, -4.12607 57.42738, -4.12601 57.42761, -4.12596 57.42788, -4.12595 57.42815)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,164809817,164809817,1,FORWARD,here:cm:node:18655461,here:cm:node:18655445,"LINESTRING (-4.12653 57.43015, -4.12636 57.42984, -4.1262 57.42953, -4.1261 57.42928, -4.12602 57.42898, -4.12598 57.4287, -4.12596 57.42848, -4.12594 57.42826, -4.12595 57.42815)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,201564896,201564896,1,FORWARD,here:cm:node:18655349,here:cm:node:18655331,"LINESTRING (-4.13395 57.4182, -4.13403 57.41807, -4.13417 57.4178, -4.13443 57.41735, -4.1347 57.41681, -4.13492 57.41636, -4.13506 57.416, -4.13524 57.41548, -4.13542 57.4149, -4.13553 57.4145, -4.13561 57.41407, -4.13567 57.41359, -4.13571 57.41325, -4.13572 57.41306, -4.13575 57.41271, -4.13575 57.41228, -4.13574 57.41203)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,154077535,154077535,1,FORWARD,here:cm:node:18655331,here:cm:node:18653789,"LINESTRING (-4.13574 57.41203, -4.13571 57.41163, -4.13565 57.4111, -4.13558 57.41069, -4.13549 57.41029, -4.13537 57.40979, -4.13526 57.40944, -4.1352 57.40924, -4.1351 57.40892, -4.13479 57.40813, -4.13441 57.40718, -4.1339 57.40611, -4.13351 57.40531, -4.13325 57.40477, -4.13286 57.40402, -4.13206 57.40269, -4.13134 57.40154, -4.13083 57.4008, -4.1301 57.39983, -4.12934 57.39885, -4.12865 57.39802, -4.12812 57.3974, -4.1268 57.39595, -4.12636 57.39545)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,160300404,160300404,1,BACKWARD,here:cm:node:18654040,here:cm:node:18653789,"LINESTRING (-4.10248 57.38514, -4.10328 57.38521, -4.10463 57.38524, -4.10575 57.38528, -4.10656 57.38533, -4.10722 57.38537, -4.10773 57.38541, -4.10797 57.38543, -4.10836 57.38547, -4.10879 57.38551, -4.10947 57.38557, -4.11034 57.38568, -4.11149 57.38584, -4.11316 57.3861, -4.11419 57.38629, -4.11494 57.38646, -4.11567 57.38663, -4.11626 57.38679, -4.11707 57.38705, -4.1178 57.38732, -4.11837 57.38754, -4.11916 57.3879, -4.11958 57.38809, -4.12001 57.38833, -4.12035 57.38852, -4.12071 57.38873, -4.12107 57.38899, -4.12138 57.38921, -4.12166 57.3894, -4.12207 57.38975, -4.1225 57.39012, -4.12275 57.39037, -4.12299 57.39061, -4.12319 57.39086, -4.1234 57.39113, -4.12359 57.39142, -4.12385 57.39183, -4.12468 57.39322, -4.12482 57.39344, -4.12488 57.39353, -4.12509 57.39384, -4.12527 57.39411, -4.12575 57.39474, -4.12636 57.39545)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,143825330,143825330,1,BACKWARD,here:cm:node:18674120,here:cm:node:18673763,"LINESTRING (-3.9483 57.3117, -3.95049 57.31231, -3.95174 57.31263, -3.95296 57.31292, -3.95488 57.31336, -3.9552 57.31344, -3.95639 57.31373, -3.95735 57.31399, -3.95877 57.31439, -3.96 57.31477, -3.96136 57.3152, -3.96239 57.31555, -3.96368 57.31602, -3.96574 57.31685, -3.96654 57.31717, -3.96723 57.31749, -3.96805 57.31787, -3.96941 57.31854, -3.97058 57.31915, -3.97129 57.31953, -3.97266 57.32033, -3.97334 57.32073, -3.97398 57.32115, -3.97491 57.32177, -3.97578 57.32239, -3.97624 57.32276, -3.97654 57.32303, -3.97696 57.32349, -3.97714 57.32372, -3.9774 57.32408, -3.97761 57.32448, -3.97779 57.3249, -3.97786 57.32514, -3.97795 57.32563, -3.97799 57.32613, -3.97803 57.32688, -3.97804 57.32739, -3.97811 57.3292, -3.97813 57.32972, -3.97815 57.33069, -3.97819 57.33125, -3.97823 57.33168, -3.97826 57.33194, -3.97835 57.33229, -3.97847 57.33267, -3.97857 57.33294, -3.97866 57.33316, -3.97891 57.33364, -3.97913 57.33399, -3.97934 57.33429, -3.97976 57.33481, -3.97989 57.33496, -3.97999 57.33507, -3.98018 57.33525, -3.98028 57.33533, -3.98037 57.33541, -3.9806 57.33562, -3.98075 57.33575, -3.98115 57.33607, -3.98193 57.33661, -3.98202 57.33667, -3.98241 57.33691, -3.98264 57.33705, -3.98274 57.3371, -3.98287 57.33717, -3.98332 57.33741, -3.98402 57.33778, -3.98438 57.33795, -3.98534 57.33841, -3.98626 57.33881, -3.98698 57.33913, -3.98804 57.33956, -3.98888 57.3399, -3.99004 57.34032, -3.99119 57.34072, -3.99232 57.34107, -3.99305 57.34131, -3.99436 57.34175, -3.99553 57.34218, -3.997 57.34277, -3.99781 57.34313, -3.9982 57.34331, -3.9985 57.34342, -3.99884 57.34351)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,85115084,85115084,1,BACKWARD,here:cm:node:18674139,here:cm:node:18674120,"LINESTRING (-3.94215 57.30956, -3.94271 57.30984, -3.94303 57.30996, -3.9435 57.31013, -3.94472 57.31057, -3.94564 57.31088, -3.94641 57.31114, -3.9471 57.31135, -3.94759 57.3115, -3.9483 57.3117)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,797564717,797564717,1,BACKWARD,here:cm:node:1178470695,here:cm:node:634053719,"LINESTRING (-4.18372 56.82008, -4.18456 56.82032, -4.18533 56.82053, -4.18739 56.8211, -4.18884 56.82149, -4.19129 56.82222)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,797570238,797570238,1,BACKWARD,here:cm:node:1178474115,here:cm:node:1178474112,"LINESTRING (-4.1116 56.81076, -4.1121 56.81081, -4.11292 56.81089, -4.11461 56.8111, -4.11577 56.81128, -4.11693 56.81149, -4.11836 56.81181, -4.11961 56.81212, -4.12055 56.81238, -4.12185 56.81279, -4.12284 56.81314, -4.1238 56.81351, -4.12517 56.81411, -4.1261 56.8145, -4.12705 56.81487, -4.12814 56.81526)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,200897856,200897856,1,BACKWARD,here:cm:node:634053719,here:cm:node:18518213,"LINESTRING (-4.19129 56.82222, -4.19157 56.8223, -4.1934 56.82284, -4.19426 56.82307, -4.19544 56.82341, -4.19626 56.82362, -4.19951 56.82439, -4.20105 56.82481, -4.20229 56.8252, -4.20454 56.82597, -4.20544 56.82627, -4.206 56.82645, -4.20653 56.82661, -4.20721 56.82681, -4.208 56.82704, -4.20882 56.82727, -4.2094 56.82742, -4.21062 56.82773, -4.21123 56.8279, -4.21188 56.82808, -4.21255 56.82828, -4.21319 56.82848, -4.21389 56.82873, -4.21442 56.82892, -4.21503 56.82915, -4.21568 56.82941, -4.21612 56.82959, -4.21671 56.82984, -4.21719 56.83005, -4.21744 56.83017, -4.21771 56.83029, -4.21795 56.83035)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,797564435,797564435,1,BACKWARD,here:cm:node:18519616,here:cm:node:1178470695,"LINESTRING (-4.17965 56.81899, -4.18035 56.81916, -4.18124 56.81939, -4.18217 56.81964, -4.18288 56.81984, -4.18372 56.82008)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,797567363,797567363,1,BACKWARD,here:cm:node:1178474112,here:cm:node:1178474111,"LINESTRING (-4.12814 56.81526, -4.12852 56.8154, -4.12951 56.81573, -4.13002 56.81588, -4.13104 56.81618, -4.13156 56.81632, -4.13256 56.81656)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,797564579,797564579,1,FORWARD,here:cm:node:1178474115,here:cm:node:18520102,"LINESTRING (-4.1116 56.81076, -4.11006 56.81061, -4.109 56.81048, -4.10744 56.81023, -4.1062 56.80999, -4.10611 56.80997, -4.10578 56.8099, -4.10491 56.8097, -4.10386 56.80943, -4.10239 56.80899, -4.10097 56.80852, -4.10002 56.80823, -4.09954 56.80809, -4.09804 56.80771, -4.09677 56.80744, -4.0959 56.80728, -4.09496 56.80712, -4.0947 56.80709, -4.09343 56.80693, -4.09271 56.80686)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,797567266,797567266,1,FORWARD,here:cm:node:1178471068,here:cm:node:18519726,"LINESTRING (-4.16388 56.81771, -4.16299 56.81768, -4.1613 56.81768, -4.15963 56.81772, -4.15767 56.81779, -4.15237 56.81799, -4.15105 56.81804, -4.14826 56.81814, -4.1468 56.81817, -4.1463 56.81817, -4.14474 56.81814, -4.14302 56.81808, -4.14232 56.81803, -4.14131 56.81796, -4.14019 56.81786, -4.13907 56.81773, -4.13796 56.81759, -4.13632 56.81734, -4.13524 56.81715, -4.13401 56.8169)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,797564550,797564550,1,BACKWARD,here:cm:node:1178471068,here:cm:node:18519616,"LINESTRING (-4.16388 56.81771, -4.16467 56.81774, -4.16778 56.81785, -4.16954 56.81791, -4.17096 56.81795, -4.17241 56.81802, -4.17372 56.8181, -4.17506 56.81821, -4.17624 56.81836, -4.17725 56.81852, -4.17798 56.81864, -4.17865 56.81877, -4.17906 56.81886, -4.17943 56.81894, -4.17965 56.81899)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,86098147,86098147,5,BOTH,here:cm:node:18520101,here:cm:node:18520102,"LINESTRING (-4.09278 56.80667, -4.09271 56.80686)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,205400156,205400156,1,BACKWARD,here:cm:node:18520223,here:cm:node:18520102,"LINESTRING (-4.07374 56.80649, -4.07424 56.80661, -4.07465 56.80667, -4.07561 56.8068, -4.0768 56.80693, -4.07756 56.80698, -4.07797 56.80701, -4.07857 56.80703, -4.07976 56.80705, -4.08088 56.80703, -4.08156 56.807, -4.08216 56.80696, -4.08367 56.80686, -4.08571 56.80673, -4.08686 56.80667, -4.08857 56.80665, -4.08969 56.80666, -4.09024 56.80668, -4.09133 56.80674, -4.09271 56.80686)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,792659305,792659305,1,BACKWARD,here:cm:node:18526843,here:cm:node:1175273672,"LINESTRING (-3.77194 56.72448, -3.77223 56.72482, -3.77247 56.7251, -3.77262 56.72532)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,529683790,529683790,1,FORWARD,here:cm:node:18527129,here:cm:node:18526959,"LINESTRING (-3.76899 56.74131, -3.76883 56.74116, -3.76875 56.741, -3.76867 56.74078, -3.76861 56.74059, -3.76855 56.74036, -3.76848 56.74009, -3.76842 56.73979, -3.76837 56.73934, -3.76837 56.73904, -3.76839 56.7387, -3.76844 56.73837, -3.76851 56.73809, -3.76862 56.7377, -3.76872 56.7374, -3.76887 56.73706, -3.769 56.73679, -3.76916 56.7365, -3.7692 56.73642, -3.76938 56.73613, -3.7696 56.73582, -3.7702 56.73501, -3.77059 56.73443, -3.77103 56.73383, -3.77144 56.73323, -3.77206 56.73233, -3.77225 56.73202, -3.7728 56.73115)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,86768311,86768311,1,BACKWARD,here:cm:node:18527056,here:cm:node:18526858,"LINESTRING (-3.76847 56.72192, -3.76862 56.72209, -3.76881 56.72221, -3.76903 56.72233, -3.76927 56.72246, -3.76957 56.72262, -3.76987 56.72279, -3.77029 56.72305, -3.77065 56.7233, -3.77093 56.72352, -3.77111 56.72366)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,792653459,792653459,1,BACKWARD,here:cm:node:1175273672,here:cm:node:18526959,"LINESTRING (-3.77262 56.72532, -3.77269 56.72542, -3.77293 56.72581, -3.77309 56.72613, -3.77322 56.72642, -3.77337 56.7268, -3.77347 56.72714, -3.77353 56.72743, -3.77361 56.72787, -3.77363 56.72817, -3.77364 56.72823, -3.77364 56.72837, -3.77363 56.72859, -3.77361 56.72892, -3.77356 56.72921, -3.7735 56.72951, -3.77342 56.72983, -3.77327 56.73021, -3.77314 56.73051, -3.77298 56.73084, -3.7728 56.73115)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,484360755,484360755,1,BACKWARD,here:cm:node:18526858,here:cm:node:18526843,"LINESTRING (-3.77111 56.72366, -3.77148 56.72399, -3.77182 56.72434, -3.77194 56.72448)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,76429512,76429512,1,BACKWARD,here:cm:node:18527687,here:cm:node:18527671,"LINESTRING (-3.70964 56.68939, -3.71018 56.68945, -3.71056 56.68948, -3.71093 56.68947)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,161651141,161651141,1,FORWARD,here:cm:node:18527687,here:cm:node:18624850,"LINESTRING (-3.70964 56.68939, -3.70945 56.68936, -3.70893 56.68925, -3.70841 56.68911, -3.70812 56.68902, -3.70767 56.68889, -3.70723 56.68875, -3.70686 56.68861, -3.70632 56.6884, -3.7057 56.68812, -3.70475 56.68761, -3.70319 56.68667, -3.70154 56.68569, -3.70087 56.68529, -3.69987 56.68467, -3.69887 56.68407, -3.69589 56.68228, -3.69426 56.6813, -3.69362 56.6809, -3.69233 56.68014, -3.69138 56.67956, -3.68979 56.6786, -3.68917 56.67822, -3.68878 56.67796, -3.68857 56.67783)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,201786494,201786494,1,BACKWARD,here:cm:node:18624206,here:cm:node:18624980,"LINESTRING (-3.67069 56.65386, -3.67092 56.65415, -3.67114 56.65444, -3.67135 56.65475, -3.67151 56.65501, -3.67157 56.6551, -3.67176 56.65546, -3.67191 56.65576, -3.6721 56.6562, -3.67224 56.6566, -3.6724 56.65711, -3.67254 56.65764, -3.67262 56.65813, -3.67268 56.65864, -3.67271 56.65914, -3.67272 56.65966, -3.67268 56.66017, -3.67263 56.66069, -3.67258 56.66095, -3.67248 56.66146, -3.67215 56.66301, -3.67205 56.66354, -3.67203 56.66379, -3.67203 56.66407, -3.67204 56.66434, -3.67207 56.66462, -3.67213 56.66489, -3.67222 56.66516, -3.67234 56.66545, -3.67245 56.66568, -3.67259 56.66594, -3.67274 56.66618, -3.67294 56.66643, -3.67314 56.66667, -3.67361 56.66714, -3.67398 56.66746, -3.67431 56.66772, -3.67473 56.66804, -3.6752 56.66839, -3.67554 56.66865, -3.67637 56.66925, -3.67742 56.67003, -3.67848 56.67083, -3.67957 56.67163, -3.68053 56.67232, -3.68151 56.67301, -3.68276 56.67389)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,203147792,203147792,1,BACKWARD,here:cm:node:18624980,here:cm:node:18624852,"LINESTRING (-3.68276 56.67389, -3.68318 56.67417, -3.68349 56.67438, -3.68458 56.67513, -3.68556 56.6758, -3.68652 56.67647, -3.6881 56.67752)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,79879918,79879918,1,BACKWARD,here:cm:node:19196869,here:cm:node:18624206,"LINESTRING (-3.67018 56.6532, -3.67048 56.65353, -3.67069 56.65386)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,743305941,743305941,1,BACKWARD,here:cm:node:1159052705,here:cm:node:18565690,"LINESTRING (-3.47569 56.4144, -3.4756 56.41444, -3.47522 56.41459, -3.47457 56.41486, -3.47423 56.415, -3.4735 56.4153, -3.47305 56.41548, -3.47089 56.41632, -3.47034 56.41653, -3.4689 56.41713, -3.46787 56.41759, -3.46719 56.4179, -3.4663 56.41834, -3.46601 56.41847, -3.46572 56.41857, -3.46524 56.41871)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,773720391,773720391,1,FORWARD,here:cm:node:1159052705,here:cm:node:18565312,"LINESTRING (-3.47569 56.4144, -3.47602 56.41427, -3.47622 56.41418, -3.47654 56.41403, -3.4769 56.41384, -3.47701 56.41378, -3.47711 56.41373, -3.47736 56.41359, -3.4776 56.41346, -3.47802 56.4132, -3.4784 56.41296, -3.47886 56.41264, -3.47925 56.41235, -3.47966 56.41201, -3.48011 56.41161, -3.48039 56.41135, -3.48048 56.41125, -3.48073 56.41096, -3.48087 56.41081, -3.48095 56.41072, -3.48096 56.4107, -3.48102 56.41063, -3.48115 56.41047, -3.48135 56.4102, -3.48162 56.40979, -3.48174 56.40957, -3.48189 56.40928, -3.48211 56.40881, -3.48225 56.40846, -3.4824 56.40808, -3.48253 56.40774, -3.48259 56.4076)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,81524120,81524120,3,BOTH,here:cm:node:18669080,here:cm:node:18669094,"LINESTRING (-4.11343 57.72797, -4.10999 57.7288)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,82862868,82862868,3,BOTH,here:cm:node:1052539318,here:cm:node:18669077,"LINESTRING (-4.12753 57.72418, -4.12722 57.72428, -4.12554 57.72477, -4.1234 57.72539, -4.1197 57.72638, -4.1171 57.72706, -4.11518 57.72753)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,158439912,158439912,3,BOTH,here:cm:node:1052539318,here:cm:node:18667506,"LINESTRING (-4.12753 57.72418, -4.12795 57.72405, -4.13034 57.72332, -4.13059 57.72324, -4.13283 57.72252, -4.13472 57.72187, -4.13958 57.72003, -4.14219 57.71911)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,160300358,160300358,3,BOTH,here:cm:node:18666629,here:cm:node:18667506,"LINESTRING (-4.18238 57.70917, -4.18196 57.70926, -4.18127 57.70941, -4.17957 57.70977, -4.17802 57.7101, -4.1772 57.71025, -4.17578 57.7105, -4.17486 57.71062, -4.17339 57.71079, -4.17232 57.71093, -4.17135 57.71109, -4.17025 57.71127, -4.16808 57.71169, -4.16512 57.71227, -4.16302 57.71267, -4.16134 57.713, -4.16061 57.71316, -4.16013 57.71326, -4.15953 57.71343, -4.15902 57.71358, -4.15828 57.71386, -4.15799 57.71397, -4.15532 57.71508, -4.15473 57.71531, -4.15461 57.71536, -4.15392 57.71562, -4.15261 57.71607, -4.15079 57.71662, -4.14828 57.71734, -4.14601 57.71797, -4.14465 57.71836, -4.14404 57.71854, -4.14324 57.71878, -4.14219 57.71911)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,165484198,165484198,3,BOTH,here:cm:node:18671554,here:cm:node:18671834,"LINESTRING (-4.09497 57.73363, -4.09482 57.7337, -4.09332 57.73445, -4.09251 57.73486, -4.09123 57.73558, -4.08431 57.73963, -4.08123 57.74143, -4.07756 57.74356, -4.07619 57.74438, -4.07536 57.74487, -4.07475 57.74522, -4.07441 57.74542, -4.07438 57.74544, -4.07377 57.74577, -4.07331 57.74604, -4.07207 57.74678, -4.0709 57.74748)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,89399048,89399048,3,BOTH,here:cm:node:18669094,here:cm:node:18669189,"LINESTRING (-4.10999 57.7288, -4.10665 57.72962, -4.10453 57.73017)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,156496559,156496559,3,BOTH,here:cm:node:18671554,here:cm:node:18669189,"LINESTRING (-4.09497 57.73363, -4.09698 57.73275, -4.09813 57.73229, -4.09824 57.73225, -4.09947 57.73179, -4.10086 57.73129, -4.10269 57.73071, -4.10329 57.73053, -4.10453 57.73017)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,96963818,96963818,3,BOTH,here:cm:node:18671834,here:cm:node:18671840,"LINESTRING (-4.0709 57.74748, -4.07069 57.7476, -4.07028 57.74786, -4.06956 57.74825)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,80460427,80460427,3,BOTH,here:cm:node:18671950,here:cm:node:19199383,"LINESTRING (-4.03718 57.7648, -4.03522 57.76563, -4.03445 57.76596, -4.03369 57.76628, -4.03122 57.7673, -4.03078 57.7675, -4.03034 57.76771, -4.02998 57.76789, -4.02973 57.76803)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,98646921,98646921,3,BOTH,here:cm:node:18671840,here:cm:node:18671899,"LINESTRING (-4.06956 57.74825, -4.06867 57.74876, -4.06662 57.74992, -4.06529 57.75065, -4.0639 57.75141, -4.06214 57.75234, -4.0607 57.75311)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,76439701,76439701,3,BOTH,here:cm:node:18671899,here:cm:node:18671932,"LINESTRING (-4.0607 57.75311, -4.05995 57.75351, -4.05894 57.75405, -4.05633 57.75555, -4.05491 57.75635)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,76461264,76461264,3,BOTH,here:cm:node:18671932,here:cm:node:18671950,"LINESTRING (-4.05491 57.75635, -4.0543 57.75669, -4.05361 57.75707, -4.05286 57.75747, -4.05216 57.75784, -4.04887 57.75956, -4.04696 57.76049, -4.04559 57.76112, -4.0436 57.76204, -4.04082 57.76326, -4.03839 57.7643, -4.03718 57.7648)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,209070569,209070569,3,FORWARD,here:cm:node:18653081,here:cm:node:18652756,"LINESTRING (-4.21561 57.49177, -4.21562 57.49191, -4.21563 57.49206, -4.21566 57.49213, -4.21569 57.4922, -4.21583 57.49231, -4.21589 57.49236, -4.21599 57.49243, -4.21641 57.49273, -4.217 57.49312, -4.21765 57.49354, -4.21864 57.49412, -4.21944 57.49455, -4.2203 57.49499, -4.22067 57.49517, -4.22122 57.49543, -4.22278 57.49617, -4.223 57.49627, -4.22527 57.49729, -4.22594 57.49758, -4.22727 57.49818, -4.22894 57.49895, -4.23031 57.49956, -4.2328 57.50067, -4.2335 57.50096, -4.23421 57.50123, -4.2345 57.50132, -4.23471 57.50138, -4.23497 57.50145, -4.23523 57.50152, -4.23552 57.50159, -4.23598 57.50167, -4.23644 57.50175, -4.23657 57.50177)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,105731934,105731934,3,FORWARD,here:cm:node:18652016,here:cm:node:18651771,"LINESTRING (-4.25562 57.50591, -4.25577 57.50598, -4.25764 57.50681, -4.25846 57.50715, -4.25916 57.50738, -4.25977 57.50758, -4.26023 57.5077, -4.2607 57.5078, -4.26132 57.50792, -4.26214 57.50805, -4.26253 57.50811, -4.26272 57.50813)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,185666071,185666071,3,FORWARD,here:cm:node:18652222,here:cm:node:18652016,"LINESTRING (-4.24644 57.50244, -4.24671 57.50249, -4.24777 57.50273, -4.24862 57.50297, -4.24946 57.50323, -4.25064 57.50369, -4.25103 57.50385, -4.25216 57.50436, -4.25332 57.50487, -4.25562 57.50591)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,91460015,91460015,3,FORWARD,here:cm:node:18652239,here:cm:node:18652222,"LINESTRING (-4.24434 57.50212, -4.24458 57.50214, -4.24552 57.50227, -4.24622 57.50239, -4.24644 57.50244)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A9,76377619,76377619,3,FORWARD,here:cm:node:18652756,here:cm:node:18652239,"LINESTRING (-4.23657 57.50177, -4.23675 57.50179, -4.23762 57.50187, -4.23882 57.50192, -4.24124 57.50195, -4.24272 57.50199, -4.24364 57.50205, -4.24434 57.50212)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
